Bias,MeanAbsoluteError,RootMeanSquaredError,Rsquared
-0.013209276823097487,105.66806965431647,179.1764342087314,0.3651127056592698
-0.3898852795544493,92.31180473963158,167.8418476390481,0.4428971754911166
0.023550777638148664,86.67809907853517,160.7722364109483,0.48883988046415805
0.2565794292468028,81.78966532032572,154.96000780140568,0.5251306754022533
-0.1495657639084656,79.4834565942046,150.68081146330252,0.5509954337593588
-0.2447373101830142,77.58603452661355,146.4193579284283,0.5760331961604881
0.7650826752261378,75.22324155424832,143.0148793315613,0.5955197646313917
0.07688109876999155,72.76061198560295,137.91738741957374,0.6238397500707856
-0.025229558934834386,70.34010432321804,135.52806590031886,0.6367602749935908
0.25715418622565667,67.08718077240871,129.85692513450059,0.6665236133615008
-0.022772224859652673,105.1256598808426,178.6726737760308,0.3686777000370457
-0.21720615040095878,92.05550083086128,167.50693692782187,0.44511823723157184
-0.2101975165541225,85.74018934249108,158.85622278429713,0.5009508494409669
0.20677027471145093,81.0918233235641,152.9974947429854,0.5370826098113495
0.1308142676864552,78.16165381649569,147.33224182002357,0.5707300860926543
0.2997100563251059,75.96071157131585,142.9365372935528,0.595962783245938
0.11837703368000997,73.41604259895483,137.9533672045231,0.6236434596603652
0.00043211808800468313,70.28193494330267,131.75355965457783,0.6567112492964248
0.1913025895875549,67.32114612589771,126.26567744958851,0.6847134216672571
0.5500073111774773,63.06880835473326,118.47786914723487,0.7224064784639235
-0.06762926708470487,105.1906524345149,178.41426631220102,0.37050249417632775
-0.01438990378700028,91.77009778885713,167.3742409685105,0.4459970235644153
-0.10526388105969908,85.32414669269467,158.26909532550664,0.5046329713636057
-0.022115555466624387,80.79748206677536,152.0636147152774,0.5427165572359953
-0.13537105892589416,78.10894310245591,146.43637674129235,0.5759346322665747
0.09796758404174086,75.51322332115102,141.77865778247698,0.6024822019155858
0.15168493397864607,72.95485537472172,136.79063478569415,0.629960924862629
0.2391768277161918,70.03476962836882,131.07417252809222,0.6602424577703545
0.25770194858394985,66.88086025261401,125.41470129990942,0.6889488916099823
0.3110740238935826,62.56291654045493,116.46444531078421,0.7317612095043451
0.0019795874580982834,105.20888829197453,178.74555350795958,0.368162568285093
0.04409677648033204,91.73041554615789,167.31385685737402,0.4463966901157267
-0.11610616228104274,85.15689360980296,158.12727668413714,0.5055203310051016
0.17897559525598833,80.70780492897948,152.19043337676933,0.5419535047927011
0.1092991449434669,78.10415612094343,146.60793894533606,0.574940395599977
0.05957661447131726,75.60560135249348,141.77073532913073,0.6025266264893336
-0.05806790935292502,72.87531805468791,136.62175890233607,0.630874029793054
0.05671891869316051,69.74374758095176,130.2405016485375,0.6645506322817192
0.17287007860264136,66.30314041491995,123.61035503184773,0.6978347173015986
0.2689547310686003,62.16783735076323,115.29019955504815,0.7371429444321553
0.043516302910320215,104.97634467234187,178.51505237782357,0.3697910880972466
0.014990073733132537,91.70414439678035,167.30040660480614,0.4464856941610157
0.017780954023923108,85.22821773534581,158.14255904589436,0.5054247474662013
-0.017342591352346916,80.756852132753,152.2916006152936,0.5413443377139826
0.035240676069691564,78.00780644362919,146.70859871690695,0.574356510560981
0.0756241386841552,75.44406644343283,141.533228415439,0.6038572762617365
0.05864317761317228,72.7233766749337,136.06271162968258,0.6338887276727037
0.15400524187453488,69.72706400642436,130.38487758954707,0.6638065064360594
0.08552848853692402,66.21583719665459,123.28788561994078,0.6994092126350382
0.2702124721235634,62.296274514759396,115.76786175785521,0.7349603308211887
0.0040809189699616555,105.10304853762969,178.6123319711248,0.3691040516828683
-0.006818045656392939,91.51188318604667,167.0870151639138,0.44789680713766467
-0.009057586004218899,85.14050173413321,158.0520221991811,0.5059908754783772
0.0510949110023307,80.71477247155443,152.1450417133326,0.542226693997792
-0.007996382008551583,77.96151948044717,146.46459500378006,0.5757711818851144
0.015280407504293105,75.4849077096297,141.48784109189452,0.6041113081276733
0.04566938514954107,72.6999397501267,136.10041271342493,0.6336858108874591
0.12418863529044166,69.6979302817847,130.27909124403456,0.6643518189633829
0.1622431961411312,66.22947176064844,123.45141749928847,0.6986112627462073
0.23901426289480057,62.12928591556696,115.28912221609795,0.7371478569888559
